ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000070366,1031.4046824267493,-0.6712319049664832,0.12025257709442459,-5.581850478259765,2.3797292584214894e-8,2.6422694971009633e-7,SMG6
ENSG00000070367,4121.546282886342,0.32846982391448515,0.070825659064927,4.637723506580739,3.5226758985752986e-6,2.784395158149938e-5,EXOC5
ENSG00000070371,429.89694684526,0.246029573289932,0.12589326386999425,1.9542711478510755,0.050669159085317536,0.12901982571332177,CLTCL1
ENSG00000070388,4.322661587189573,-0.2623332496802366,0.6914338473117888,-0.37940469749948824,0.7043873627761826,0.827488643000517,FGF22
ENSG00000070404,408.05539715470735,0.051131407108284364,0.11509018281879128,0.4442725335556241,0.6568455566941895,0.7968061927141259,FSTL3
ENSG00000070413,1813.0946859570886,0.08213027840932166,0.11417070574243669,0.7193638497304501,0.4719167645705171,0.6526514296247771,DGCR2
ENSG00000070423,519.7002740170303,-0.15505574660232938,0.14383483190513544,-1.0780124991183955,0.2810281782022864,0.4657161484382543,RNF126
ENSG00000070444,522.0675756680414,-0.07144309858401784,0.08722551246967179,-0.8190619528759837,0.4127510678849783,0.6011488638103794,MNT
ENSG00000070476,892.4461824383601,-0.02044174111654477,0.05586708396109966,-0.3658995542129671,0.7144400290158743,0.8336354805022492,ZXDC
ENSG00000070495,1295.6508089548713,-0.5602339889886897,0.07435182603692536,-7.534905581343229,4.8868829434412113e-14,1.0459864898149714e-12,JMJD6
ENSG00000070501,899.6403622284795,-0.03304005751383069,0.08675198381682657,-0.38085650679289923,0.703309727046776,0.8266719051379514,POLB
ENSG00000070540,1343.8432080842751,-0.4769549998070104,0.08403299294393479,-5.675806407671635,1.3803681918720289e-8,1.5834805069321436e-7,WIPI1
ENSG00000070601,3.1830445812896726,0.4356275510399272,1.6428771323195523,0.26516136993450723,0.7908851523401168,0.8817160137841599,FRMPD1
ENSG00000070610,2099.5320807437693,0.2458403745293832,0.06223971548658767,3.949895538683182,7.818530819220878e-5,4.7759536380309955e-4,GBA2
ENSG00000070614,2761.373087289277,-0.4306789776114034,0.10069031038177301,-4.277263382925921,1.8920489590940992e-5,1.309712276583293e-4,NDST1
ENSG00000070669,7658.945490781245,0.06285514603815669,0.07183626241210343,0.8749779558069888,0.3815859002864876,0.5708341285996325,ASNS
ENSG00000070718,653.8153129819024,0.07557721173255434,0.14028450274330842,0.538742414554835,0.5900646029509908,0.7477587541236017,AP3M2
ENSG00000070729,36.46092637206021,0.26678306802765367,0.6246962394423303,0.42706046744544574,0.6693352860177463,0.8049951981798446,CNGB1
ENSG00000070731,8.658509499103499,2.7364026312999146,0.8011042314336003,3.415788512816914,6.359761864494876e-4,0.0031263016341012972,ST6GALNAC2
ENSG00000070756,41797.70238220046,-0.03142407167521467,0.08727520820577135,-0.3600572524688248,0.7188043193947067,0.8366506098462697,PABPC1
ENSG00000070759,298.46252041005033,0.11539590478881377,0.1422673635972761,0.8111200058185599,0.4172967581042254,0.6056069627213443,TESK2
ENSG00000070761,1338.5794224185838,-0.14984849111991227,0.08388645819605246,-1.7863251631115338,0.07404662493049297,0.17448658575838205,CFAP20
ENSG00000070770,6052.4551794565905,-0.014824123287543083,0.0693101862371441,-0.21388087512595183,0.8306399545836001,0.9059012480167625,CSNK2A2
ENSG00000070778,492.86896340681363,-0.4162994515146093,0.17427507280222107,-2.3887492618468364,0.016905835873793608,0.05262352194667678,PTPN21
ENSG00000070785,950.7611558173646,-0.3566163372984967,0.07825164850576856,-4.557301272345817,5.181507642309618e-6,4.004784848460827e-5,EIF2B3
ENSG00000070808,8.621318452887124,1.0862689090911992,0.5394161885579606,2.0137862602810612,0.04403197887173625,0.1152819812582287,CAMK2A
